,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,number_of_reviews,latitude,longitude,room_type,maximum_nights,availability_30,bedrooms,beds,price,minimum_nights,availability_60,availability_90,availability_365,instant_bookable,host_days_on_Airbnb,Borough
220,f,t,t,2,54,34.15787,-118.32,Private room,90,2,1.0,1.0,115.0,2,26,56,56,f,3892.0,Other Cities
221,f,t,t,2,280,34.08655,-118.59557,Entire home/apt,120,0,1.0,1.0,239.0,2,0,0,0,f,3793.0,Unincorporated Areas
222,t,t,t,1,17,33.90045,-118.40868,Entire home/apt,240,27,1.0,1.0,160.0,50,57,87,177,f,3762.0,Other Cities
223,t,t,f,5,541,34.11224,-118.25668,Entire home/apt,28,0,2.0,3.0,194.0,1,3,9,51,f,4450.0,City of Los Angeles
224,t,t,t,2,279,34.15898,-118.4593,Entire home/apt,365,0,1.0,2.0,93.0,3,2,5,122,f,4092.0,City of Los Angeles
225,f,t,t,1,273,34.04805,-118.23797,Private room,30,0,1.0,1.0,42.0,30,0,3,165,t,3791.0,City of Los Angeles
226,t,t,t,6,91,34.03862,-118.62243,Entire home/apt,3022,11,3.0,4.0,1900.0,2,34,64,336,f,3890.0,Other Cities
227,f,t,t,2,76,34.0967,-118.33316,Entire home/apt,180,11,1.0,2.0,149.0,5,12,13,244,f,3791.0,City of Los Angeles
228,f,t,t,3,47,34.00351,-118.478,Entire home/apt,180,26,1.0,3.0,507.0,31,56,86,361,f,3180.0,Other Cities
229,t,t,f,3,131,34.0785,-118.41364,Entire home/apt,1125,1,1.0,2.0,185.0,7,2,3,110,f,3793.0,Other Cities
230,f,t,t,4,291,34.12887,-118.23526,Entire home/apt,1125,0,1.0,2.0,85.0,30,0,3,278,f,3790.0,City of Los Angeles
231,f,t,t,8,52,34.07446,-118.25831,Entire home/apt,180,29,3.0,6.0,339.0,30,59,89,364,f,3743.0,City of Los Angeles
233,f,t,t,6,45,33.98861,-118.45721,Entire home/apt,120,18,3.0,3.0,300.0,30,41,41,255,f,3740.0,City of Los Angeles
234,f,t,t,4,78,34.04717,-118.3121,Shared room,1125,21,1.0,4.0,35.0,30,48,50,325,f,3889.0,City of Los Angeles
235,t,t,t,6,487,33.98746,-118.46641,Entire home/apt,90,0,2.0,3.0,350.0,30,8,38,45,t,3738.0,City of Los Angeles
236,t,t,t,1,20,34.15553,-118.23535,Private room,28,0,1.0,1.0,55.0,7,0,0,156,f,4350.0,Other Cities
238,f,t,t,2,37,34.04611,-118.31389,Shared room,1125,0,1.0,2.0,40.0,30,18,48,323,f,3889.0,City of Los Angeles
239,t,t,f,2,167,34.19141,-118.48034,Private room,30,13,1.0,1.0,95.0,2,39,69,339,f,3834.0,City of Los Angeles
240,f,t,f,8,46,34.06462,-118.4919,Entire home/apt,730,0,4.0,6.0,800.0,31,0,0,0,f,3728.0,City of Los Angeles
241,t,t,t,3,581,33.99077,-118.42775,Entire home/apt,65,4,,1.0,169.0,1,11,17,28,f,3786.0,City of Los Angeles
243,f,t,t,2,65,33.76901,-118.18119,Entire home/apt,365,0,1.0,2.0,79.0,180,0,14,289,t,3885.0,Other Cities
244,f,t,t,1,8,34.08736,-118.35392,Entire home/apt,60,30,1.0,1.0,114.0,30,60,90,365,f,3879.0,Other Cities
245,t,t,t,2,124,34.16958,-118.65344,Entire home/apt,1125,5,1.0,1.0,80.0,30,35,65,340,f,3785.0,City of Los Angeles
247,f,t,t,2,431,34.00858,-118.45334,Entire home/apt,365,2,1.0,1.0,140.0,30,2,16,287,t,3727.0,City of Los Angeles
248,f,t,t,2,110,34.08517,-118.35453,Entire home/apt,90,30,1.0,1.0,114.0,30,60,90,365,f,3879.0,City of Los Angeles
250,f,t,t,1,2,33.81127,-118.38859,Private room,120,0,1.0,1.0,119.0,30,0,0,0,f,3915.0,Other Cities
251,f,t,t,2,13,34.09258,-118.35655,Entire home/apt,250,12,1.0,1.0,116.0,30,13,13,201,f,3726.0,Other Cities
252,t,t,t,5,299,33.99795,-118.44521,Entire home/apt,1125,4,2.0,3.0,155.0,31,5,5,5,t,3875.0,City of Los Angeles
253,f,t,t,2,32,34.06645,-118.3521,Private room,30,0,1.0,1.0,89.0,30,1,1,101,f,3783.0,City of Los Angeles
254,t,t,t,2,23,34.09014,-118.24872,Entire home/apt,1125,2,,1.0,106.0,60,3,3,128,f,3872.0,City of Los Angeles
255,f,t,t,7,17,33.98682,-118.46196,Entire home/apt,30,0,3.0,3.0,350.0,30,0,0,156,f,3763.0,City of Los Angeles
256,f,t,t,1,32,34.04579,-118.31363,Private room,1125,19,1.0,1.0,65.0,30,49,79,354,f,3889.0,City of Los Angeles
257,t,t,t,8,194,34.12244,-118.36029,Entire home/apt,30,22,4.0,3.0,804.0,3,49,79,354,t,3608.0,City of Los Angeles
259,t,t,t,2,19,34.15482,-118.10041,Private room,365,30,1.0,2.0,90.0,365,60,90,365,f,4333.0,Other Cities
260,f,t,t,1,4,34.0929,-118.27854,Private room,365,0,1.0,1.0,55.0,30,0,0,0,f,3840.0,City of Los Angeles
262,f,t,f,3,13,33.98979,-117.91794,Private room,1125,0,1.0,2.0,56.0,2,0,0,0,f,4385.0,Unincorporated Areas
263,f,t,f,1,42,33.98039,-118.34627,Private room,170,0,1.0,1.0,56.0,10,0,26,301,f,3978.0,Other Cities
265,f,t,t,12,48,34.04656,-118.31408,Shared room,1125,30,1.0,4.0,35.0,30,60,90,365,f,3889.0,City of Los Angeles
266,f,t,f,2,0,34.16354,-118.45621,Private room,270,0,1.0,1.0,75.0,180,0,0,0,f,3776.0,City of Los Angeles
267,t,t,t,2,15,34.08609,-118.27127,Entire home/apt,365,0,1.0,1.0,250.0,30,7,37,312,f,3846.0,City of Los Angeles
269,t,t,f,2,113,33.99847,-118.46617,Private room,60,16,1.0,1.0,178.0,3,46,76,76,f,3725.0,City of Los Angeles
270,f,t,t,2,136,34.00199,-118.46025,Private room,90,0,1.0,1.0,50.0,30,0,0,218,f,3872.0,City of Los Angeles
271,f,t,f,4,157,34.21033,-118.61166,Private room,1124,0,1.0,1.0,85.0,30,11,11,284,t,3724.0,City of Los Angeles
272,t,t,t,2,14,34.04045,-118.2335,Entire home/apt,180,4,1.0,1.0,383.0,30,34,64,339,f,3724.0,City of Los Angeles
273,f,t,t,1,3,34.00441,-118.47314,Private room,30,3,1.0,1.0,71.0,3,8,38,38,f,3772.0,Other Cities
274,f,t,t,4,65,33.99009,-118.45531,Entire home/apt,365,0,2.0,2.0,150.0,61,0,0,0,t,3770.0,City of Los Angeles
275,t,t,t,3,441,34.03592,-118.33382,Entire home/apt,45,2,1.0,2.0,109.0,4,4,4,45,t,3865.0,City of Los Angeles
276,f,t,t,2,3,34.0808,-118.27719,Entire home/apt,30,0,1.0,1.0,150.0,30,0,0,0,f,3769.0,City of Los Angeles
277,f,t,t,4,13,34.03372,-118.47139,Entire home/apt,1125,0,2.0,2.0,148.0,31,0,0,0,f,3723.0,Other Cities
278,t,t,t,1,96,33.84692,-118.15613,Private room,1125,3,1.0,1.0,50.0,3,8,37,95,f,3864.0,Other Cities
279,t,t,t,3,73,33.99803,-118.47723,Entire home/apt,180,0,1.0,2.0,157.0,31,15,15,290,f,3769.0,City of Los Angeles
281,t,t,t,4,31,34.12597,-118.22577,Entire home/apt,30,24,2.0,4.0,320.0,30,54,84,359,f,3722.0,City of Los Angeles
282,f,t,t,2,16,33.98831,-118.47154,Private room,365,0,1.0,2.0,69.0,30,0,0,0,t,3956.0,City of Los Angeles
283,f,t,f,6,21,33.76813,-118.12382,Private room,1125,0,3.0,1.0,125.0,1,0,0,248,f,3763.0,Other Cities
285,f,t,f,2,43,34.07173,-118.386,Private room,1125,18,1.0,1.0,78.0,30,18,24,299,f,3762.0,Other Cities
286,f,t,t,3,53,34.20169,-118.50028,Entire home/apt,430,0,1.0,1.0,62.0,30,0,3,278,f,3720.0,City of Los Angeles
289,f,t,t,1,0,34.00225,-118.39198,Private room,1125,0,1.0,,100.0,1,0,0,0,f,3899.0,Other Cities
290,f,t,f,7,0,34.11431,-118.42465,Entire home/apt,1125,22,4.0,4.0,1350.0,30,51,81,325,f,3683.0,City of Los Angeles
292,t,t,t,2,840,34.07282,-118.59627,Entire home/apt,21,3,1.0,1.0,216.0,2,19,33,285,t,3749.0,Unincorporated Areas
293,f,t,t,2,1,33.98945,-118.4752,Entire home/apt,90,0,1.0,1.0,150.0,30,0,0,0,f,3873.0,City of Los Angeles
294,f,t,t,1,19,34.00758,-118.43713,Entire home/apt,1125,0,1.0,1.0,69.0,30,0,0,248,f,3685.0,City of Los Angeles
295,f,t,t,3,8,34.08975,-118.2787,Entire home/apt,55,0,1.0,1.0,99.0,30,0,0,0,f,3716.0,City of Los Angeles
296,f,t,t,8,18,34.20834,-118.23681,Entire home/apt,21,0,4.0,5.0,245.0,1,0,0,0,f,3814.0,Other Cities
297,f,t,f,3,60,34.06329,-118.37188,Entire home/apt,30,0,1.0,2.0,159.0,30,0,0,0,f,3618.0,City of Los Angeles
298,f,t,t,2,150,33.7742,-118.3922,Private room,1001,26,1.0,1.0,93.0,30,56,86,361,f,4050.0,Other Cities
299,f,t,f,6,94,33.98185,-118.46691,Entire home/apt,365,26,3.0,3.0,950.0,3,56,86,93,f,3682.0,City of Los Angeles
300,f,t,t,2,143,34.08974,-118.27021,Private room,1125,2,1.0,1.0,95.0,3,3,6,147,f,3617.0,City of Los Angeles
301,t,t,t,2,47,34.099049,-118.320488,Private room,90,0,1.0,1.0,91.0,2,0,0,0,t,4559.0,City of Los Angeles
302,t,t,t,6,20,34.07273,-118.25646,Entire home/apt,120,0,3.0,3.0,278.0,8,0,6,107,f,3727.0,City of Los Angeles
303,t,t,t,2,451,34.01044,-118.4206,Private room,190,0,,2.0,129.0,30,0,0,201,f,3682.0,Other Cities
306,f,t,t,10,452,33.99436,-118.47841,Entire home/apt,1125,13,3.0,5.0,140.0,30,13,13,176,f,3770.0,City of Los Angeles
307,t,t,f,4,93,34.12602,-118.65684,Entire home/apt,1125,3,1.0,2.0,200.0,7,7,7,151,t,3679.0,Other Cities
308,t,t,t,4,102,33.98435,-118.42873,Shared room,1125,1,1.0,3.0,199.0,3,2,4,191,f,3614.0,City of Los Angeles
309,t,t,t,4,24,34.17607,-118.37483,Entire home/apt,365,0,2.0,2.0,220.0,30,0,0,89,f,3615.0,City of Los Angeles
310,t,t,t,3,480,34.08821,-118.60282,Entire home/apt,90,20,1.0,2.0,159.0,1,50,80,80,t,4360.0,Unincorporated Areas
311,t,t,t,2,365,33.99518,-118.46315,Entire home/apt,365,3,1.0,1.0,240.0,3,5,13,262,f,3712.0,City of Los Angeles
312,f,t,t,8,5,34.03269,-118.49377,Entire home/apt,1825,16,2.0,3.0,169.0,30,46,46,202,f,3709.0,Other Cities
313,f,t,f,3,0,34.08517,-118.36964,Private room,1125,0,1.0,1.0,250.0,30,0,0,0,f,3679.0,City of Los Angeles
314,t,t,t,2,42,34.16533,-118.35153,Private room,60,11,1.0,1.0,99.0,3,34,56,331,f,3708.0,Other Cities
315,t,t,t,2,471,34.06276,-118.35221,Private room,365,0,1.0,1.0,60.0,30,16,16,183,f,4249.0,City of Los Angeles
316,f,t,t,6,371,33.99254,-118.47777,Entire home/apt,1125,0,1.0,4.0,85.0,30,0,19,294,f,3770.0,City of Los Angeles
317,f,t,t,9,451,33.99266,-118.47685,Entire home/apt,1125,0,2.0,5.0,125.0,30,5,35,310,f,3770.0,City of Los Angeles
318,f,t,f,4,0,34.08669,-118.37113,Entire home/apt,1125,0,1.0,1.0,329.0,30,0,0,0,f,3679.0,Other Cities
320,f,t,f,5,0,34.08507,-118.3697,Entire home/apt,31,0,2.0,3.0,489.0,30,0,0,0,f,3679.0,City of Los Angeles
321,t,t,t,3,19,34.07854,-118.26452,Entire home/apt,1124,1,2.0,2.0,450.0,45,18,48,323,f,3703.0,City of Los Angeles
322,t,t,t,2,573,34.08595,-118.3779,Entire home/apt,30,9,1.0,1.0,163.0,1,37,67,67,t,3888.0,Other Cities
323,f,t,f,9,0,34.00288,-118.44749,Entire home/apt,365,0,4.0,5.0,459.0,30,0,0,0,f,3609.0,City of Los Angeles
324,t,t,t,2,605,34.10038,-118.33003,Private room,1125,0,1.0,1.0,61.0,30,0,4,279,f,3706.0,City of Los Angeles
325,f,t,t,2,76,34.09322,-118.25024,Private room,60,1,1.0,1.0,150.0,3,5,8,8,f,3678.0,City of Los Angeles
326,t,t,t,2,402,33.91961,-118.42146,Private room,90,4,1.0,1.0,80.0,2,8,13,247,t,3820.0,Other Cities
327,t,t,t,2,9,34.08523,-118.27088,Entire home/apt,365,0,1.0,,264.0,30,6,36,311,f,3846.0,City of Los Angeles
328,t,t,t,5,13,34.02163,-118.45105,Entire home/apt,10,8,3.0,5.0,386.0,3,12,19,19,f,3705.0,Other Cities
329,f,t,t,3,84,34.09478,-118.25644,Private room,1125,8,1.0,1.0,135.0,30,38,68,343,t,3609.0,City of Los Angeles
330,f,t,t,3,104,34.09689,-118.25959,Entire home/apt,1125,7,1.0,1.0,135.0,30,37,67,342,t,3609.0,City of Los Angeles
331,f,t,t,4,8,34.09517,-118.34399,Entire home/apt,120,11,2.0,3.0,300.0,30,29,59,334,f,3677.0,City of Los Angeles
332,f,t,f,1,0,34.1646,-118.51952,Private room,1095,0,1.0,1.0,35.0,30,0,0,0,f,3607.0,City of Los Angeles
333,f,t,f,8,179,33.97886,-118.03569,Entire home/apt,365,9,4.0,4.0,335.0,2,27,55,55,f,3683.0,Other Cities
334,t,t,t,5,166,34.11599,-118.18593,Entire home/apt,120,17,2.0,5.0,160.0,30,22,26,301,f,3704.0,City of Los Angeles
335,f,t,t,2,1,34.09955,-118.35216,Private room,1125,0,1.0,1.0,100.0,30,0,0,0,f,3704.0,City of Los Angeles
336,t,t,t,4,3,34.00134,-118.46404,Entire home/apt,10,1,2.0,2.0,750.0,6,10,10,10,f,4340.0,City of Los Angeles
337,f,t,t,2,37,34.06791,-118.34731,Private room,1125,30,2.0,2.0,100.0,30,60,90,365,f,4274.0,City of Los Angeles
339,t,t,t,2,24,34.07783,-118.2766,Entire home/apt,120,0,1.0,1.0,139.0,30,14,44,311,f,3601.0,City of Los Angeles
340,t,t,f,5,97,33.75619,-118.13544,Entire home/apt,1125,5,2.0,2.0,276.0,3,5,5,161,f,3677.0,Other Cities
341,t,t,t,2,56,34.07566,-118.22307,Entire home/apt,180,0,1.0,1.0,95.0,30,0,0,0,f,3676.0,City of Los Angeles
342,f,t,t,1,20,34.21665,-118.443,Private room,1125,0,1.0,1.0,50.0,30,0,7,282,f,3603.0,City of Los Angeles
343,f,t,f,2,318,33.8634,-118.37026,Private room,1125,0,1.0,1.0,65.0,1,0,0,0,f,3678.0,Other Cities
344,f,t,t,2,102,34.0423,-118.35986,Entire home/apt,1124,5,1.0,1.0,75.0,30,35,65,340,f,3639.0,City of Los Angeles
345,f,t,t,6,2,34.00816,-118.46601,Entire home/apt,15,9,4.0,4.0,600.0,5,21,36,301,f,3675.0,Other Cities
346,f,t,t,4,1,34.07102,-118.26537,Entire home/apt,180,0,2.0,3.0,95.0,30,2,2,268,f,3767.0,City of Los Angeles
347,t,t,t,5,17,33.97552,-118.46128,Entire home/apt,365,0,3.0,4.0,265.0,45,28,58,333,f,3691.0,City of Los Angeles
348,t,t,t,4,107,34.07645,-118.20635,Entire home/apt,365,0,2.0,3.0,139.0,30,0,22,297,t,3684.0,City of Los Angeles
349,f,t,t,6,352,33.99355,-118.47749,Entire home/apt,300,5,2.0,3.0,189.0,30,35,65,65,f,3955.0,City of Los Angeles
350,f,t,t,2,59,33.83054,-118.25119,Private room,90,0,1.0,1.0,60.0,3,0,22,297,t,3813.0,Other Cities
351,f,t,t,8,1,34.03269,-118.49377,Entire home/apt,1125,30,3.0,4.0,209.0,30,31,59,334,f,3709.0,Other Cities
352,f,t,t,2,17,34.06824,-118.25268,Private room,1125,0,1.0,1.0,63.0,30,0,0,0,f,3691.0,City of Los Angeles
353,t,t,t,2,62,34.07937,-118.26531,Entire home/apt,200,30,1.0,1.0,179.0,31,60,90,365,f,3703.0,City of Los Angeles
355,f,t,t,8,25,33.85675,-118.39704,Entire home/apt,1125,8,2.0,3.0,300.0,28,8,34,309,f,4058.0,Other Cities
356,f,t,t,4,51,33.99168,-118.46671,Entire home/apt,180,0,2.0,3.0,190.0,30,0,0,97,f,3670.0,City of Los Angeles
357,f,t,t,6,27,34.03397,-118.46362,Entire home/apt,730,0,2.0,3.0,275.0,30,0,3,247,t,3593.0,Other Cities
358,f,t,t,4,67,34.09372,-118.118,Entire home/apt,1125,0,2.0,3.0,95.0,15,1,8,240,f,3676.0,Other Cities
359,f,t,t,2,3,34.07154,-118.25271,Entire home/apt,155,0,1.0,1.0,95.0,30,0,0,0,f,3674.0,City of Los Angeles
360,f,t,t,3,78,34.1069,-118.34078,Entire home/apt,1125,30,1.0,1.0,149.0,88,60,90,365,f,3962.0,City of Los Angeles
361,f,t,f,2,4,33.99761,-118.41768,Entire home/apt,30,0,1.0,1.0,65.0,30,0,0,0,f,2784.0,City of Los Angeles
362,f,t,f,2,259,33.99357,-118.45584,Entire home/apt,90,0,1.0,1.0,102.0,30,2,32,32,f,3667.0,City of Los Angeles
363,t,t,t,2,244,33.99495,-118.4549,Private room,1125,2,1.0,1.0,129.0,2,7,9,177,t,3701.0,City of Los Angeles
364,t,t,t,2,16,33.95375,-118.43756,Entire home/apt,367,0,2.0,2.0,190.0,30,4,34,214,f,3589.0,City of Los Angeles
365,f,t,t,7,11,34.05249,-118.54963,Entire home/apt,365,0,3.0,4.0,450.0,30,0,0,187,f,3906.0,City of Los Angeles
366,f,t,t,4,26,34.11037,-118.38294,Entire home/apt,14,0,2.0,2.0,525.0,4,0,19,145,f,3665.0,City of Los Angeles
367,f,t,t,6,17,34.03327,-118.42568,Entire home/apt,60,0,2.0,3.0,400.0,30,0,0,213,f,3716.0,City of Los Angeles
368,f,t,t,6,7,33.98854,-118.43798,Entire home/apt,1125,0,3.0,3.0,215.0,30,0,0,0,f,3695.0,City of Los Angeles
369,f,t,t,2,71,34.15725,-118.73446,Private room,30,22,1.0,1.0,104.0,2,52,82,357,f,3589.0,Other Cities
370,t,t,t,4,19,34.10654,-118.36747,Entire home/apt,30,0,2.0,2.0,325.0,3,0,3,30,t,3693.0,City of Los Angeles
371,t,t,t,3,3,33.99288,-118.47384,Private room,1125,29,1.0,2.0,99.0,30,59,89,364,f,3588.0,City of Los Angeles
372,t,t,f,3,195,34.11737,-118.32114,Entire home/apt,1125,2,1.0,2.0,170.0,4,6,13,190,f,3664.0,City of Los Angeles
373,f,t,t,2,108,34.07036,-118.38114,Entire home/apt,365,6,1.0,1.0,148.0,29,36,63,312,f,3634.0,City of Los Angeles
374,f,t,t,3,3,34.08141,-118.3206,Entire home/apt,1125,1,1.0,1.0,199.0,31,1,1,249,f,3587.0,City of Los Angeles
375,f,t,t,12,48,33.85408,-118.39836,Entire home/apt,1125,9,4.0,10.0,2000.0,1,13,13,244,f,3693.0,Other Cities
376,t,t,t,2,53,33.83361,-118.18018,Private room,28,0,1.0,1.0,90.0,1,8,9,30,t,3662.0,Other Cities
377,t,t,f,2,1,34.03365,-118.49261,Entire home/apt,1125,0,,1.0,115.0,31,0,22,297,f,4375.0,Other Cities
379,t,t,t,4,12,34.00171,-118.46581,Entire home/apt,1125,0,1.0,1.0,265.0,31,19,49,139,f,3806.0,City of Los Angeles
380,t,t,t,6,34,33.9762,-118.46121,Entire home/apt,365,0,4.0,6.0,358.0,30,1,13,263,f,3691.0,City of Los Angeles
381,f,t,t,6,2,34.10854,-118.3145,Entire home/apt,120,27,3.0,3.0,450.0,30,57,87,87,f,3662.0,City of Los Angeles
382,t,t,t,6,24,34.1152,-118.31863,Entire home/apt,1125,24,3.0,3.0,695.0,3,54,84,84,f,4151.0,City of Los Angeles
383,f,t,t,2,246,34.00383,-118.46579,Entire home/apt,1124,25,1.0,1.0,99.0,30,30,60,335,f,3866.0,City of Los Angeles
384,f,t,t,4,727,34.09749,-118.61543,Entire home/apt,14,10,2.0,2.0,114.0,1,28,57,332,t,4099.0,Unincorporated Areas
385,f,t,t,6,8,34.11411,-118.31521,Entire home/apt,60,27,3.0,5.0,400.0,30,57,87,362,f,3689.0,City of Los Angeles
386,t,t,f,2,19,33.99263,-118.46499,Entire home/apt,365,6,2.0,2.0,325.0,31,6,6,205,f,3689.0,City of Los Angeles
387,f,t,t,2,36,34.04245,-118.30607,Entire home/apt,60,0,1.0,1.0,170.0,30,5,35,310,t,3586.0,City of Los Angeles
388,t,t,t,2,24,33.97758,-118.4612,Entire home/apt,1125,0,1.0,2.0,99.0,60,5,35,310,f,3691.0,City of Los Angeles
389,f,t,t,8,1,34.03315,-118.83994,Entire home/apt,365,6,4.0,6.0,550.0,30,36,66,340,f,2078.0,Other Cities
390,t,t,t,6,159,33.98325,-118.4672,Entire home/apt,360,19,1.0,4.0,255.0,31,24,48,323,f,2080.0,City of Los Angeles
391,t,t,t,2,158,34.09513,-118.35534,Entire home/apt,99,4,1.0,2.0,108.0,30,34,64,153,f,3885.0,City of Los Angeles
392,t,t,t,10,179,34.12448,-118.37604,Entire home/apt,1125,19,4.0,5.0,950.0,3,49,72,99,t,3689.0,City of Los Angeles
393,t,t,t,3,601,33.99736,-118.46766,Entire home/apt,15,6,1.0,2.0,105.0,2,8,12,189,f,3615.0,City of Los Angeles
394,f,t,t,5,86,34.09113,-118.59885,Entire home/apt,1125,3,2.0,2.0,350.0,2,8,9,83,t,4306.0,Unincorporated Areas
395,f,t,t,3,10,34.0502,-118.45962,Entire home/apt,1125,8,1.0,1.0,170.0,30,15,45,320,f,3584.0,City of Los Angeles
396,f,t,t,2,92,34.17893,-118.13366,Private room,1125,11,1.0,,100.0,1,27,40,315,f,3298.0,Unincorporated Areas
397,f,t,t,2,185,34.0945,-118.32621,Entire home/apt,1125,4,1.0,2.0,117.0,10,4,4,170,f,3583.0,City of Los Angeles
398,f,t,f,4,599,34.18868,-118.50509,Entire home/apt,31,0,2.0,3.0,160.0,2,0,20,291,t,3691.0,City of Los Angeles
399,t,t,t,2,51,34.16675,-118.11573,Private room,180,0,1.0,2.0,52.0,6,6,10,256,f,3686.0,Other Cities
400,f,t,t,7,0,34.14731,-118.38454,Entire home/apt,365,0,4.0,5.0,285.0,30,0,0,0,f,3686.0,City of Los Angeles
401,f,t,t,4,18,34.17112,-118.36777,Entire home/apt,60,0,2.0,2.0,110.0,30,1,1,1,f,3658.0,City of Los Angeles
402,f,t,t,7,0,33.76091,-118.12233,Entire home/apt,180,0,4.0,4.0,330.0,30,1,5,280,f,3685.0,Other Cities
403,t,t,f,4,38,34.0785,-118.41364,Entire home/apt,60,3,1.0,3.0,264.0,7,3,5,111,f,3793.0,Other Cities
404,f,t,t,1,106,34.08282,-118.35294,Entire home/apt,1125,6,,1.0,125.0,30,6,6,6,f,3582.0,City of Los Angeles
405,f,t,t,2,2,34.00584,-118.43486,Entire home/apt,120,0,1.0,1.0,125.0,55,1,1,1,f,3849.0,City of Los Angeles
406,f,t,t,6,6,33.99325,-118.46191,Entire home/apt,60,11,3.0,3.0,339.0,7,29,29,29,f,3658.0,City of Los Angeles
407,f,t,t,2,58,33.99976,-118.44869,Entire home/apt,1125,15,1.0,1.0,129.0,30,45,75,107,f,3686.0,City of Los Angeles
410,t,t,t,2,733,34.05165,-118.33828,Entire home/apt,14,3,1.0,2.0,155.0,2,6,11,143,t,3653.0,City of Los Angeles
411,t,t,t,2,144,34.16283,-118.13643,Private room,90,2,1.0,1.0,100.0,3,21,45,218,t,3554.0,Other Cities
412,t,t,t,4,51,34.08025,-118.5981,Entire home/apt,14,8,2.0,4.0,395.0,3,32,62,337,t,3634.0,Unincorporated Areas
413,f,t,t,2,28,34.18268,-118.59633,Entire home/apt,1125,4,1.0,1.0,120.0,61,34,64,154,f,3751.0,City of Los Angeles
414,f,t,t,2,23,34.08087,-118.10061,Private room,365,30,1.0,1.0,65.0,10,60,90,365,f,3658.0,Other Cities
415,t,t,t,2,208,34.09408,-118.35536,Entire home/apt,1100,0,1.0,1.0,228.0,31,30,54,54,f,3554.0,Other Cities
416,t,t,t,2,156,34.15438,-118.08306,Private room,1125,0,1.0,1.0,65.0,1,7,17,21,f,3652.0,Other Cities
417,f,t,f,8,112,34.10429,-118.31237,Entire home/apt,1125,5,4.0,5.0,307.0,30,35,65,340,f,3691.0,City of Los Angeles
418,t,t,t,2,84,34.08427,-118.27535,Entire home/apt,130,13,1.0,1.0,446.0,30,29,59,334,f,4029.0,City of Los Angeles
420,t,t,t,5,31,33.97715,-118.46291,Entire home/apt,354,6,3.0,3.0,299.0,30,36,66,341,f,3691.0,City of Los Angeles
421,f,t,t,2,3,34.05249,-118.39533,Private room,50,29,1.0,2.0,125.0,31,59,89,364,f,4568.0,City of Los Angeles
423,t,t,t,5,38,34.17056,-118.36234,Entire home/apt,1125,0,2.0,3.0,135.0,30,0,8,283,f,3579.0,City of Los Angeles
424,t,t,t,2,194,34.10057,-118.37408,Entire home/apt,30,5,,1.0,222.0,3,7,14,218,f,3578.0,City of Los Angeles
428,t,t,t,7,76,33.99849,-118.43987,Entire home/apt,150,0,3.0,3.0,250.0,30,0,3,278,f,3649.0,City of Los Angeles
429,t,t,t,2,213,34.10722,-118.26281,Entire home/apt,14,0,,1.0,100.0,3,6,13,142,f,3763.0,City of Los Angeles
430,f,t,t,2,17,34.0122,-118.46316,Entire home/apt,99,0,1.0,1.0,90.0,31,0,0,0,f,4285.0,Other Cities
431,t,t,t,2,55,34.02801,-118.40921,Private room,730,0,1.0,2.0,50.0,30,0,0,236,f,3648.0,City of Los Angeles
432,f,t,t,4,170,34.15927,-118.26831,Entire home/apt,30,0,1.0,2.0,125.0,3,4,34,309,f,3576.0,Other Cities
433,f,t,t,2,493,34.00236,-118.47622,Private room,31,0,1.0,1.0,100.0,2,0,0,0,f,4026.0,Other Cities
434,t,t,t,2,20,34.07507,-118.20844,Private room,1125,0,1.0,1.0,79.0,30,0,21,296,f,3684.0,City of Los Angeles
435,f,t,t,2,4,34.09119,-118.43816,Entire home/apt,30,0,2.0,1.0,235.0,30,0,0,0,f,3575.0,City of Los Angeles
436,f,t,t,2,141,33.96523,-118.43159,Private room,30,4,1.0,1.0,132.0,30,30,60,60,f,3647.0,City of Los Angeles
437,t,t,t,3,386,33.98218,-118.4703,Entire home/apt,60,0,1.0,2.0,128.0,30,17,47,322,f,3603.0,City of Los Angeles
438,f,t,t,2,3,34.19019,-118.12255,Entire home/apt,1125,0,1.0,1.0,170.0,3,12,21,111,f,3574.0,Unincorporated Areas
441,f,t,t,1,46,34.07464,-118.25778,Entire home/apt,180,5,1.0,2.0,139.0,30,7,37,312,t,3743.0,City of Los Angeles
442,f,t,t,3,35,34.10464,-118.347,Entire home/apt,365,29,1.0,1.0,129.0,365,59,89,89,f,3542.0,City of Los Angeles
443,f,t,t,6,199,34.17635,-118.57944,Entire home/apt,1125,25,3.0,3.0,529.0,1,45,75,345,f,3366.0,City of Los Angeles
444,f,t,f,1,0,34.11262,-118.3071,Private room,60,0,1.0,1.0,75.0,30,0,0,0,f,4022.0,City of Los Angeles
445,f,t,t,2,33,34.08346,-118.25704,Entire home/apt,45,0,1.0,1.0,97.0,30,0,0,0,f,3831.0,City of Los Angeles
446,f,t,t,4,56,34.10813,-118.34098,Entire home/apt,1125,0,2.0,2.0,500.0,4,0,0,0,f,3573.0,City of Los Angeles
447,t,t,t,2,387,34.10706,-118.16624,Private room,180,6,1.0,1.0,86.0,2,18,46,317,f,4042.0,Other Cities
448,f,t,t,3,109,33.98672,-118.44694,Entire home/apt,120,0,1.0,1.0,138.0,30,0,0,32,f,3742.0,City of Los Angeles
